Grenada, https://en.wikipedia.org/wiki/Grenada, St. George's, https://en.wikipedia.org/wiki/St._George%27s%2c_Grenada, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Grenada.svg/23px-Flag_of_Grenada.svg.png, 23, 14, 12.05, -61.75 
Guyana, https://en.wikipedia.org/wiki/Guyana, Georgetown, https://en.wikipedia.org/wiki/Georgetown_Guyana, https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_Guyana.svg/23px-Flag_of_Guyana.svg.png, 23, 14, 6.805833, -58.150833 
India, https://en.wikipedia.org/wiki/India, New Delhi, https://en.wikipedia.org/wiki/New_Delhi, https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png, 23, 15, 28.613895, 77.209006 
Iraq, https://en.wikipedia.org/wiki/Iraq, Baghdad, https://en.wikipedia.org/wiki/Baghdad, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png, 23, 15, 33.315278, 44.366111 
Israel, https://en.wikipedia.org/wiki/Israel, Jerusalem, https://en.wikipedia.org/wiki/Jerusalem, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Israel.svg/21px-Flag_of_Israel.svg.png, 21, 15, 31.783333, 35.216667 
Jamaica, https://en.wikipedia.org/wiki/Jamaica, Kingston, https://en.wikipedia.org/wiki/Kingston%2c_Jamaica, https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Flag_of_Jamaica.svg/23px-Flag_of_Jamaica.svg.png, 23, 12, 17.971389, -76.793056 
Jordan, https://en.wikipedia.org/wiki/Jordan, Amman, https://en.wikipedia.org/wiki/Amman, https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Flag_of_Jordan.svg/23px-Flag_of_Jordan.svg.png, 23, 12, 31.949722, 35.932778 
Kenya, https://en.wikipedia.org/wiki/Kenya, Nairobi, https://en.wikipedia.org/wiki/Nairobi, https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Kenya.svg/23px-Flag_of_Kenya.svg.png, 23, 15, -1.286389, 36.817222 
Kiribati, https://en.wikipedia.org/wiki/Kiribati, South Tarawa, https://en.wikipedia.org/wiki/South_Tarawa, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Kiribati.svg/23px-Flag_of_Kiribati.svg.png, 23, 12, 1.433333, 173.0 
Kuwait, https://en.wikipedia.org/wiki/Kuwait, Kuwait City, https://en.wikipedia.org/wiki/Kuwait_City, https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Flag_of_Kuwait.svg/23px-Flag_of_Kuwait.svg.png, 23, 12, 29.369722, 47.978333 
Lesotho, https://en.wikipedia.org/wiki/Lesotho, Maseru, https://en.wikipedia.org/wiki/Maseru, https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Flag_of_Lesotho.svg/23px-Flag_of_Lesotho.svg.png, 23, 15, -29.31, 27.48 
Libya, https://en.wikipedia.org/wiki/Libya, Tripoli, https://en.wikipedia.org/wiki/Tripoli%2c_Libya, https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/23px-Flag_of_Libya.svg.png, 23, 12, 32.887222, 13.191389 
Malawi, https://en.wikipedia.org/wiki/Malawi, Lilongwe, https://en.wikipedia.org/wiki/Lilongwe, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Flag_of_Malawi.svg/23px-Flag_of_Malawi.svg.png, 23, 15, -13.983333, 33.783333 
Malaya, https://en.wikipedia.org/wiki/Federation_of_Malaya, Kuala Lumpur, https://en.wikipedia.org/wiki/Kuala_Lumpur, https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Flag_of_Malaya.svg/23px-Flag_of_Malaya.svg.png, 23,13, 3.147778, 101.695278 
Maldives, https://en.wikipedia.org/wiki/Maldives, Malé, https://en.wikipedia.org/wiki/Mal%C3%A9, https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_Maldives.svg/23px-Flag_of_Maldives.svg.png, 23, 15, 4.175278, 73.508889 
Malta, https://en.wikipedia.org/wiki/Malta, Valletta, https://en.wikipedia.org/wiki/Valletta, https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/23px-Flag_of_Malta.svg.png, 23, 15, 35.898333, 14.5125 
Mauritius, https://en.wikipedia.org/wiki/Mauritius, Port Louis, https://en.wikipedia.org/wiki/Port_Louis, https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Mauritius.svg/23px-Flag_of_Mauritius.svg.png, 23, 15, -20.164444, 57.504167 
Myanmar, https://en.wikipedia.org/wiki/Myanmar, Naypyidaw, https://en.wikipedia.org/wiki/Naypyidaw, https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_Myanmar.svg/23px-Flag_of_Myanmar.svg.png, 23, 15, 19.7475, 96.115 
Nauru, https://en.wikipedia.org/wiki/Nauru, Yaren, https://en.wikipedia.org/wiki/Yaren_District, https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Flag_of_Nauru.svg/23px-Flag_of_Nauru.svg.png, 23, 12, -0.5477, 166.920867 
Nigeria, https://en.wikipedia.org/wiki/Nigeria, Abuja, https://en.wikipedia.org/wiki/Abuja, https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png, 23, 12, 9.066667, 7.483333 
Oman, https://en.wikipedia.org/wiki/Oman, Muscat, https://en.wikipedia.org/wiki/Muscat%2c_Oman, https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Flag_of_Oman.svg/23px-Flag_of_Oman.svg.png, 23, 12, 23.588889, 58.408333 
Pakistan, https://en.wikipedia.org/wiki/Pakistan, Islamabad, https://en.wikipedia.org/wiki/Islamabad, https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png, 23, 15, 33.693056, 73.063889 
Qatar, https://en.wikipedia.org/wiki/Qatar, Doha, https://en.wikipedia.org/wiki/Doha, https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Qatar.svg/23px-Flag_of_Qatar.svg.png, 23, 9, 25.286667, 51.533333 
Saint Lucia, https://en.wikipedia.org/wiki/Saint_Lucia, Castries, https://en.wikipedia.org/wiki/Castries, https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Saint_Lucia.svg/23px-Flag_of_Saint_Lucia.svg.png, 23, 12, 14.016667, -60.983333 
Saint Kitts and Nevis, https://en.wikipedia.org/wiki/Saint_Kitts_and_Nevis, Basseterre, https://en.wikipedia.org/wiki/Basseterre, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Saint_Kitts_and_Nevis.svg/23px-Flag_of_Saint_Kitts_and_Nevis.svg.png, 23, 15, 17.3, -62.733333 
Saint Vincent and the Grenadines, https://en.wikipedia.org/wiki/Saint_Vincent_and_the_Grenadines, Kingstown, https://en.wikipedia.org/wiki/Kingstown%2c_Saint_Vincent_and_the_Grenadines, https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Flag_of_Saint_Vincent_and_the_Grenadines.svg/23px-Flag_of_Saint_Vincent_and_the_Grenadines.svg.png, 23, 15, 13.157778, -61.225 
Seychelles, https://en.wikipedia.org/wiki/Seychelles, Victoria, https://en.wikipedia.org/wiki/Victoria%2c_Seychelles, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Seychelles.svg/23px-Flag_of_Seychelles.svg.png, 23, 12, -4.616667, 55.45 
Sierra Leone, https://en.wikipedia.org/wiki/Sierra_Leone, Freetown, https://en.wikipedia.org/wiki/Freetown, https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Sierra_Leone.svg/23px-Flag_of_Sierra_Leone.svg.png, 23, 15, 8.484444, -13.234444 
Solomon Islands, https://en.wikipedia.org/wiki/Solomon_Islands, Honiara, https://en.wikipedia.org/wiki/Honiara, https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Solomon_Islands.svg/23px-Flag_of_the_Solomon_Islands.svg.png, 23, 12, -9.431944, 159.955556 
Somaliland, https://en.wikipedia.org/wiki/Somaliland, Hargeisa, https://en.wikipedia.org/wiki/Hargeisa, https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Flag_of_Somaliland.svg/23px-Flag_of_Somaliland.svg.png, 23,12, 9.563056, 44.0675 
South Yemen, https://en.wikipedia.org/wiki/South_Yemen, Aden, https://en.wikipedia.org/wiki/Aden,  https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Flag_of_South_Yemen.svg/23px-Flag_of_South_Yemen.svg.png, 23, 15, 12.8, 45.033333 
Sri Lanka, https://en.wikipedia.org/wiki/Sri_Lanka, Colombo, https://en.wikipedia.org/wiki/Sri_Jayawardenepura_Kotte, https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Flag_of_Sri_Lanka.svg/23px-Flag_of_Sri_Lanka.svg.png, 23, 12, 6.916667, 79.916667 
Sudan, https://en.wikipedia.org/wiki/Sudan, Khartoum, https://en.wikipedia.org/wiki/Khartoum, https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Sudan.svg/23px-Flag_of_Sudan.svg.png, 23, 12, 15.6, 32.5 
Tanganyika, https://en.wikipedia.org/wiki/Tanganyika_(1961%E2%80%931964), Dar es Salaam, https://en.wikipedia.org/wiki/Dar_es_Salaam, https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Flag_of_Tanganyika_%281961%E2%80%931964%29.svg/23px-Flag_of_Tanganyika_%281961%E2%80%931964%29.svg.png, 23, 15, -6.816111, 39.280278 
The Bahamas, https://en.wikipedia.org/wiki/The_Bahamas, Nassau, https://en.wikipedia.org/wiki/Nassau%2c_Bahamas, https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Flag_of_the_Bahamas.svg/23px-Flag_of_the_Bahamas.svg.png, 23, 12, 25.078056, -77.338611 
The Gambia, https://en.wikipedia.org/wiki/The_Gambia, Banjul, https://en.wikipedia.org/wiki/Banjul, https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_The_Gambia.svg/23px-Flag_of_The_Gambia.svg.png, 23, 15, 13.453056, -16.5775 
Tonga, https://en.wikipedia.org/wiki/Tonga, Nukuʻalofa, https://en.wikipedia.org/wiki/Nuku%CA%BBalofa, https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Tonga.svg/23px-Flag_of_Tonga.svg.png, 23, 12, -21.133333, -175.2 
Trinidad and Tobago, https://en.wikipedia.org/wiki/Trinidad_and_Tobago, Port of Spain, https://en.wikipedia.org/wiki/Port_of_Spain, https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Trinidad_and_Tobago.svg/23px-Flag_of_Trinidad_and_Tobago.svg.png, 23, 14, 10.666667, -61.516667 
Tuvalu, https://en.wikipedia.org/wiki/Tuvalu, Funafuti, https://en.wikipedia.org/wiki/Funafuti, https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tuvalu.svg/23px-Flag_of_Tuvalu.svg.png, 23, 12, -8.516667, 179.2 
Uganda, https://en.wikipedia.org/wiki/Uganda, Kampala, https://en.wikipedia.org/wiki/Kampala, https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Uganda.svg/23px-Flag_of_Uganda.svg.png, 23, 15, 0.313611, 32.581111 
United Arab Emirates, https://en.wikipedia.org/wiki/United_Arab_Emirates, Abu Dhabi, https://en.wikipedia.org/wiki/Abu_Dhabi, https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/23px-Flag_of_the_United_Arab_Emirates.svg.png, 23, 12, 24.466667, 54.366667 
United States, https://en.wikipedia.org/wiki/United_States, Washington&comma;D.C., https://en.wikipedia.org/wiki/Washington%2c_D.C., https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png, 23, 12, 38.904722, -77.016389 
Vanuatu, https://en.wikipedia.org/wiki/Vanuatu, Port Vila, https://en.wikipedia.org/wiki/Port_Vila, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Vanuatu.svg/23px-Flag_of_Vanuatu.svg.png, 23, 14, -17.733333, 168.316667 
Zambia, https://en.wikipedia.org/wiki/Zambia, Lusaka, https://en.wikipedia.org/wiki/Lusaka, https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Zambia.svg/23px-Flag_of_Zambia.svg.png, 23, 15, -15.416667, 28.283333 
Zanzibar, https://en.wikipedia.org/wiki/Sultanate_of_Zanzibar, Stone Town, https://en.wikipedia.org/wiki/Stone_Town, https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Flag_of_the_Sultanate_of_Zanzibar_%281963%29.svg/23px-Flag_of_the_Sultanate_of_Zanzibar_%281963%29.svg.png, 23, 15, -6.1624, 39.1913
Zimbabwe, https://en.wikipedia.org/wiki/Zimbabwe, Harare, https://en.wikipedia.org/wiki/Harare, https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flag_of_Zimbabwe.svg/23px-Flag_of_Zimbabwe.svg.png, 23, 12, -17.829167, 31.052222 
