Brazil, https://en.wikipedia.org/wiki/Brazil, Brasília, https://en.wikipedia.org/wiki/Bras%C3%ADlia, https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Flag_of_Brazil.svg/22px-Flag_of_Brazil.svg.png, 22, 15, 
British Antarctic Territory, https://en.wikipedia.org/wiki/British_Antarctic_Territory, Rothera, https://en.wikipedia.org/wiki/Rothera_Research_Station, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Flag_of_the_British_Antarctic_Territory.svg/23px-Flag_of_the_British_Antarctic_Territory.svg.png, 23, 12,  Territory	British Overseas Territory.
British Indian Ocean Territory, https://en.wikipedia.org/wiki/British_Indian_Ocean_Territory, Camp Thunder Cove, https://en.wikipedia.org/wiki/Camp_Thunder_Cove, https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_the_Commissioner_of_the_British_Indian_Ocean_Territory.svg/23px-Flag_of_the_Commissioner_of_the_British_Indian_Ocean_Territory.svg.png, 23, 12,  Ocean Territory	British Overseas Territory.
British Virgin Islands, https://en.wikipedia.org/wiki/British_Virgin_Islands, Road Town, https://en.wikipedia.org/wiki/Road_Town, https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Flag_of_the_British_Virgin_Islands.svg/23px-Flag_of_the_British_Virgin_Islands.svg.png, 23, 12,  Islands	British Overseas Territory.
Brunei, https://en.wikipedia.org/wiki/Brunei, Bandar Seri Begawan, https://en.wikipedia.org/wiki/Bandar_Seri_Begawan, https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Brunei.svg/23px-Flag_of_Brunei.svg.png, 23, 12, 
Bulgaria, https://en.wikipedia.org/wiki/Bulgaria, Sofia, https://en.wikipedia.org/wiki/Sofia, https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Bulgaria.svg/23px-Flag_of_Bulgaria.svg.png, 23, 14, 
Burkina Faso, https://en.wikipedia.org/wiki/Burkina_Faso, Ouagadougou, https://en.wikipedia.org/wiki/Ouagadougou, https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Burkina_Faso.svg/23px-Flag_of_Burkina_Faso.svg.png, 23, 15, 
Burundi, https://en.wikipedia.org/wiki/Burundi, Gitega, https://en.wikipedia.org/wiki/Gitega, https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flag_of_Burundi.svg/23px-Flag_of_Burundi.svg.png, 23, 14, Bujumbura was the capital from 1962 to 2018.
Cambodia, https://en.wikipedia.org/wiki/Cambodia, Phnom Penh, https://en.wikipedia.org/wiki/Phnom_Penh, https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_Cambodia.svg/23px-Flag_of_Cambodia.svg.png, 23, 15, 
Cameroon, https://en.wikipedia.org/wiki/Cameroon, Yaoundé, https://en.wikipedia.org/wiki/Yaound%C3%A9, https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Cameroon.svg/23px-Flag_of_Cameroon.svg.png, 23, 15, 
Canada, https://en.wikipedia.org/wiki/Canada, Ottawa, https://en.wikipedia.org/wiki/Ottawa, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Canada_%28Pantone%29.svg/23px-Flag_of_Canada_%28Pantone%29.svg.png, 23, 12, 
Cape Verde, https://en.wikipedia.org/wiki/Cape_Verde, Praia, https://en.wikipedia.org/wiki/Praia, https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Cape_Verde.svg/23px-Flag_of_Cape_Verde.svg.png, 23, 14, 
Cayman Islands, https://en.wikipedia.org/wiki/Cayman_Islands, George Town, https://en.wikipedia.org/wiki/George_Town_Cayman_Islands, https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_the_Cayman_Islands.svg/23px-Flag_of_the_Cayman_Islands.svg.png, 23, 12, British Overseas Territory.
Central African Republic, https://en.wikipedia.org/wiki/Central_African_Republic, Bangui, https://en.wikipedia.org/wiki/Bangui, https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Central_African_Republic.svg/23px-Flag_of_the_Central_African_Republic.svg.png, 23, 15, 
Chad, https://en.wikipedia.org/wiki/Chad, N'Djamena, https://en.wikipedia.org/wiki/N%27Djamena, https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Flag_of_Chad.svg/23px-Flag_of_Chad.svg.png, 23, 15, 
Chile, https://en.wikipedia.org/wiki/Chile, Santiago, https://en.wikipedia.org/wiki/Santiago, https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Flag_of_Chile.svg/23px-Flag_of_Chile.svg.png, 23, 15, The National Congress of Chile is located in Valparaíso.
China, https://en.wikipedia.org/wiki/China, Beijing, https://en.wikipedia.org/wiki/Beijing, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/23px-Flag_of_the_People%27s_Republic_of_China.svg.png, 23, 15, See also: Historical capitals of China. Sub-divisions of  Hong Kong and  Macau.
Christmas Island, https://en.wikipedia.org/wiki/Christmas_Island, Flying Fish Cove, https://en.wikipedia.org/wiki/Flying_Fish_Cove, https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Flag_of_Christmas_Island.svg/23px-Flag_of_Christmas_Island.svg.png, 23, 12,  External territory of Australia.
Cocos (Keeling) Islands, https://en.wikipedia.org/wiki/Cocos_(Keeling)_Islands, West Island, https://en.wikipedia.org/wiki/West_Island_Cocos_(Keeling)_Islands, https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Cocos_%28Keeling%29_Islands.svg/23px-Flag_of_the_Cocos_%28Keeling%29_Islands.svg.png, 23, 12, External territory of Australia.
Colombia, https://en.wikipedia.org/wiki/Colombia, Bogotá, https://en.wikipedia.org/wiki/Bogot%C3%A1, https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/23px-Flag_of_Colombia.svg.png, 23, 15, 
Comoros, https://en.wikipedia.org/wiki/Comoros, Moroni, https://en.wikipedia.org/wiki/Moroni_Comoros, https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Flag_of_the_Comoros.svg/23px-Flag_of_the_Comoros.svg.png, 23, 14, 
Congo, https://en.wikipedia.org/wiki/Republic_of_the_Congo, Brazzaville, https://en.wikipedia.org/wiki/Brazzaville, https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_the_Republic_of_the_Congo.svg/23px-Flag_of_the_Republic_of_the_Congo.svg.png, 23, 15, 
Cook Islands, https://en.wikipedia.org/wiki/Cook_Islands, Avarua, https://en.wikipedia.org/wiki/Avarua, https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Flag_of_the_Cook_Islands.svg/23px-Flag_of_the_Cook_Islands.svg.png, 23, 12, Self-governing in free association with New Zealand. Sometimes incorrectly referred to as Rarotonga, the name of the island on which Avarua is located.
Costa Rica, https://en.wikipedia.org/wiki/Costa_Rica, San José, https://en.wikipedia.org/wiki/San_Jos%C3%A9_Costa_Rica, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Costa_Rica_%28state%29.svg/23px-Flag_of_Costa_Rica_%28state%29.svg.png, 23, 14, 
Croatia, https://en.wikipedia.org/wiki/Croatia, Zagreb, https://en.wikipedia.org/wiki/Zagreb, https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Croatia.svg/23px-Flag_of_Croatia.svg.png, 23, 12, 
Cuba, https://en.wikipedia.org/wiki/Cuba, Havana, https://en.wikipedia.org/wiki/Havana, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Flag_of_Cuba.svg/23px-Flag_of_Cuba.svg.png, 23, 12, 
Curaçao, https://en.wikipedia.org/wiki/Cura%C3%A7ao, Willemstad, https://en.wikipedia.org/wiki/Willemstad, https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_Cura%C3%A7ao.svg/23px-Flag_of_Cura%C3%A7ao.svg.png, 23, 15, Self-governing country within the Kingdom of the Netherlands.
Cyprus, https://en.wikipedia.org/wiki/Cyprus, Nicosia, https://en.wikipedia.org/wiki/Nicosia, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Cyprus.svg/23px-Flag_of_Cyprus.svg.png, 23, 15, 
Czech Republic, https://en.wikipedia.org/wiki/Czech_Republic, Prague, https://en.wikipedia.org/wiki/Prague, https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/23px-Flag_of_the_Czech_Republic.svg.png, 23, 15, 
Democratic Republic of the Congo, https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo, Kinshasa, https://en.wikipedia.org/wiki/Kinshasa, https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Democratic_Republic_of_the_Congo.svg/20px-Flag_of_the_Democratic_Republic_of_the_Congo.svg.png, 20, 15, 
Denmark, https://en.wikipedia.org/wiki/Denmark, Copenhagen, https://en.wikipedia.org/wiki/Copenhagen, https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/20px-Flag_of_Denmark.svg.png, 20, 15, 
Djibouti, https://en.wikipedia.org/wiki/Djibouti, Djibouti, https://en.wikipedia.org/wiki/Djibouti_City, https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_Djibouti.svg/23px-Flag_of_Djibouti.svg.png, 23, 15, 
Dominica, https://en.wikipedia.org/wiki/Dominica, Roseau, https://en.wikipedia.org/wiki/Roseau, https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Flag_of_Dominica.svg/23px-Flag_of_Dominica.svg.png, 23, 12, 
Dominican Republic, https://en.wikipedia.org/wiki/Dominican_Republic, Santo Domingo, https://en.wikipedia.org/wiki/Santo_Domingo, https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_the_Dominican_Republic.svg/23px-Flag_of_the_Dominican_Republic.svg.png, 23, 15, 
East Timor, https://en.wikipedia.org/wiki/East_Timor, Dili, https://en.wikipedia.org/wiki/Dili, https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_East_Timor.svg/23px-Flag_of_East_Timor.svg.png, 23, 12, 
Ecuador, https://en.wikipedia.org/wiki/Ecuador, Quito, https://en.wikipedia.org/wiki/Quito, https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Flag_of_Ecuador.svg/23px-Flag_of_Ecuador.svg.png, 23, 15, Highest official capital (2,850 m)
Egypt, https://en.wikipedia.org/wiki/Egypt, Cairo, https://en.wikipedia.org/wiki/Cairo, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png, 23, 15,  Egypt	A new capital is being built at the New Administrative Capital. It could be named Egypt. See also: List of historical capitals of Egypt
El Salvador, https://en.wikipedia.org/wiki/El_Salvador, San Salvador, https://en.wikipedia.org/wiki/San_Salvador, https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_El_Salvador.svg/23px-Flag_of_El_Salvador.svg.png, 23, 13, 
Equatorial Guinea, https://en.wikipedia.org/wiki/Equatorial_Guinea, Malabo, https://en.wikipedia.org/wiki/Malabo, https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Equatorial_Guinea.svg/23px-Flag_of_Equatorial_Guinea.svg.png, 23, 15,  Guinea	Ciudad de la Paz is currently under construction and will become the new capital when complete.
Eritrea, https://en.wikipedia.org/wiki/Eritrea, Asmara, https://en.wikipedia.org/wiki/Asmara, https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Flag_of_Eritrea.svg/23px-Flag_of_Eritrea.svg.png, 23, 12, 
Estonia,	https://en.wikipedia.org/wiki/Estonia, Tallinn, https://en.wikipedia.org/wiki/Tallinn, https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Flag_of_Estonia.svg/23px-Flag_of_Estonia.svg.png, 23, 15,
Estonia, https://en.wikipedia.org/wiki/Estonia, Tallinn, https://en.wikipedia.org/wiki/Tallinn, https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Flag_of_Estonia.svg/23px-Flag_of_Estonia.svg.png, 23, 15, Officially the Republic of China (ROC), it has been competing for recognition with the People's Republic of China (PRC) as the sole Chinese government since 1949. Taiwan controls the island of Taiwan and its associated islands, Quemoy, Matsu, the Pratas, and part of the Spratly Islands.[Note 1] Its territory is claimed in whole by the People's Republic of China.[Note 2] The Republic of China participates in the World Health Organization and a number of non-UN international organizations such as the World Trade Organization, the International Olympic Committee and others under a variety of pseudonyms, most commonly Chinese Taipei.
Eswatini, https://en.wikipedia.org/wiki/Eswatini, Mbabane, https://en.wikipedia.org/wiki/Mbabane, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Flag_of_Eswatini.svg/23px-Flag_of_Eswatini.svg.png, 23, 15, 
Ethiopia, https://en.wikipedia.org/wiki/Ethiopia, Addis Ababa, https://en.wikipedia.org/wiki/Addis_Ababa, https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Flag_of_Ethiopia.svg/23px-Flag_of_Ethiopia.svg.png, 23, 12, 
Falkland Islands, https://en.wikipedia.org/wiki/Falkland_Islands, Stanley, https://en.wikipedia.org/wiki/Stanley_Falkland_Islands, https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_the_Falkland_Islands.svg/23px-Flag_of_the_Falkland_Islands.svg.png, 23, 12, 	British Overseas Territory.
Faroe Islands, https://en.wikipedia.org/wiki/Faroe_Islands, Tórshavn, https://en.wikipedia.org/wiki/T%C3%B3rshavn, https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Flag_of_the_Faroe_Islands.svg/21px-Flag_of_the_Faroe_Islands.svg.png, 21, 15, Self-governing country within the Kingdom of Denmark.
Fiji, https://en.wikipedia.org/wiki/Fiji, Suva, https://en.wikipedia.org/wiki/Suva, https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Fiji.svg/23px-Flag_of_Fiji.svg.png, 23, 12, De facto independent state recognized by Russia, Nauru, Nicaragua, Venezuela, South Ossetia and Transnistria. Claimed in whole by the Republic of Georgia as the Autonomous Republic of Abkhazia.
Finland, https://en.wikipedia.org/wiki/Finland, Helsinki, https://en.wikipedia.org/wiki/Helsinki, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/23px-Flag_of_Finland.svg.png, 23, 14, 
France, https://en.wikipedia.org/wiki/France, Paris, https://en.wikipedia.org/wiki/Paris, https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/23px-Flag_of_France.svg.png, 23, 15, See also: List of Capitals of France
French Polynesia, https://en.wikipedia.org/wiki/French_Polynesia, Papeete, https://en.wikipedia.org/wiki/Papeete, https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Flag_of_French_Polynesia.svg/23px-Flag_of_French_Polynesia.svg.png, 23, 15,  Polynesia	Overseas collectivity of France.
Gabon, https://en.wikipedia.org/wiki/Gabon, Libreville, https://en.wikipedia.org/wiki/Libreville, https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Flag_of_Gabon.svg/20px-Flag_of_Gabon.svg.png, 20, 15, 
Georgia, https://en.wikipedia.org/wiki/Georgia_(country), Tbilisi, https://en.wikipedia.org/wiki/Tbilisi, https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_Georgia.svg/23px-Flag_of_Georgia.svg.png, 23, 15, 
Germany, https://en.wikipedia.org/wiki/Germany, Berlin, https://en.wikipedia.org/wiki/Berlin, https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/23px-Flag_of_Germany.svg.png, 23, 14,  Germany	Bonn was the capital of West Germany and remained the seat of government for reunified Germany until 1999.
Ghana, https://en.wikipedia.org/wiki/Ghana, Accra, https://en.wikipedia.org/wiki/Accra, https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Ghana.svg/23px-Flag_of_Ghana.svg.png, 23, 15, 
Gibraltar, https://en.wikipedia.org/wiki/Gibraltar, Gibraltar, https://en.wikipedia.org/wiki/Gibraltar, https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Flag_of_Gibraltar.svg/23px-Flag_of_Gibraltar.svg.png, 23, 12, 	British Overseas Territory.
Greece, https://en.wikipedia.org/wiki/Greece, Athens, https://en.wikipedia.org/wiki/Athens, https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/23px-Flag_of_Greece.svg.png, 23, 15, 
Greenland, https://en.wikipedia.org/wiki/Greenland, Nuuk, https://en.wikipedia.org/wiki/Nuuk, https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_Greenland.svg/23px-Flag_of_Greenland.svg.png, 23, 15, Self-governing country within the Kingdom of Denmark.
Grenada, https://en.wikipedia.org/wiki/Grenada, St. George's, https://en.wikipedia.org/wiki/St._George%27s_Grenada, https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Grenada.svg/23px-Flag_of_Grenada.svg.png, 23, 14, 
Guam, https://en.wikipedia.org/wiki/Guam, Hagåtña, https://en.wikipedia.org/wiki/Hag%C3%A5t%C3%B1a, https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Flag_of_Guam.svg/23px-Flag_of_Guam.svg.png, 23, 12, 	Territory of the United States.
Guatemala, https://en.wikipedia.org/wiki/Guatemala, Guatemala City, https://en.wikipedia.org/wiki/Guatemala_City, https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Flag_of_Guatemala.svg/23px-Flag_of_Guatemala.svg.png, 23, 14, Bujumbura was the capital from 1962 to 2018.
Guernsey, https://en.wikipedia.org/wiki/Guernsey, St. Peter Port, https://en.wikipedia.org/wiki/St._Peter_Port, https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Guernsey.svg/23px-Flag_of_Guernsey.svg.png, 23, 15, 	British Crown Dependency.
Guinea, https://en.wikipedia.org/wiki/Guinea, Conakry, https://en.wikipedia.org/wiki/Conakry, https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_Guinea.svg/23px-Flag_of_Guinea.svg.png, 23, 15, 
Guinea-Bissau, https://en.wikipedia.org/wiki/Guinea-Bissau, Bissau, https://en.wikipedia.org/wiki/Bissau, https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Guinea-Bissau.svg/23px-Flag_of_Guinea-Bissau.svg.png, 23, 12, 
Guyana, https://en.wikipedia.org/wiki/Guyana, Georgetown, https://en.wikipedia.org/wiki/Georgetown_Guyana, https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_Guyana.svg/23px-Flag_of_Guyana.svg.png, 23, 14, 
Haiti, https://en.wikipedia.org/wiki/Haiti, Port-au-Prince, https://en.wikipedia.org/wiki/Port-au-Prince, https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Haiti.svg/23px-Flag_of_Haiti.svg.png, 23, 14, 
Honduras, https://en.wikipedia.org/wiki/Honduras, Tegucigalpa, https://en.wikipedia.org/wiki/Tegucigalpa, https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Flag_of_Honduras.svg/23px-Flag_of_Honduras.svg.png, 23, 12,  Honduras	Comayagüela is declared in the Honduran Constitution as co-official capital with Tegucigalpa.  Now they have merged into a single Metropolitan Area.
