東海, https://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B5%B7%E5%9C%B0%E6%96%B9, 愛知県, https://ja.wikipedia.org/wiki/%E6%84%9B%E7%9F%A5%E7%9C%8C, 名古屋市, https://ja.wikipedia.org/wiki/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Emblem_of_Nagoya%2C_Aichi.svg/23px-Emblem_of_Nagoya%2C_Aichi.svg.png, 23, 23, https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Flag_of_Nagoya%2C_Aichi.svg/50px-Flag_of_Nagoya%2C_Aichi.svg.png, 50, 33, 2&comma;325&comma;682, 2&comma;159&comma;379, 326.45, 302.6, 7&comma;124, 7&comma;889.9, 0.99, 82&comma;369, 1956年4月1日 
近畿, https://ja.wikipedia.org/wiki/%E8%BF%91%E7%95%BF%E5%9C%B0%E6%96%B9, 京都府, https://ja.wikipedia.org/wiki/%E4%BA%AC%E9%83%BD%E5%BA%9C, 京都市, https://ja.wikipedia.org/wiki/%E4%BA%AC%E9%83%BD%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Emblem_of_Kyoto%2C_Kyoto.svg/22px-Emblem_of_Kyoto%2C_Kyoto.svg.png, 22, 25, https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Flag_of_Kyoto_City.svg/50px-Flag_of_Kyoto_City.svg.png, 50, 33, 1&comma;444&comma;645, 1&comma;387&comma;532, 827.83, 149.9, 1&comma;745, 9&comma;903.9, 0.79, 52&comma;918, 1956年4月1日 
近畿, https://ja.wikipedia.org/wiki/%E8%BF%91%E7%95%BF%E5%9C%B0%E6%96%B9, 大阪府, https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E5%BA%9C, 大阪市, https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Emblem_of_Osaka%2C_Osaka.svg/23px-Emblem_of_Osaka%2C_Osaka.svg.png, 23, 23, https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Osaka%2C_Osaka.svg/50px-Flag_of_Osaka%2C_Osaka.svg.png, 50, 33, 2&comma;766&comma;863, 2&comma;628&comma;312, 225.21, 211.5, 12&comma;286, 11&comma;857.4, 0.92, 133&comma;454, 1956年4月1日 
近畿, https://ja.wikipedia.org/wiki/%E8%BF%91%E7%95%BF%E5%9C%B0%E6%96%B9, 大阪府, https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E5%BA%9C, 堺市, https://ja.wikipedia.org/wiki/%E5%A0%BA%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emblem_of_Sakai%2C_Osaka.svg/23px-Emblem_of_Sakai%2C_Osaka.svg.png, 23, 23, https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Flag_of_Sakai%2C_Osaka.svg/50px-Flag_of_Sakai%2C_Osaka.svg.png, 50, 33, 812&comma;868, 794&comma;924, 149.82, 109.3, 5&comma;426, 7&comma;557.7, 0.84, 21&comma;290, 2006年4月1日 
近畿, https://ja.wikipedia.org/wiki/%E8%BF%91%E7%95%BF%E5%9C%B0%E6%96%B9, 兵庫県, https://ja.wikipedia.org/wiki/%E5%85%B5%E5%BA%AB%E7%9C%8C, 神戸市, https://ja.wikipedia.org/wiki/%E7%A5%9E%E6%88%B8%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Emblem_of_Kobe%2C_Hyogo.svg/22px-Emblem_of_Kobe%2C_Hyogo.svg.png, 22, 22, https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Flag_of_Kobe.svg/50px-Flag_of_Kobe.svg.png, 50, 33, 1&comma;502&comma;296, 1&comma;409&comma;454, 557.02, 203.7, 2&comma;697, 9&comma;536.2, 0.79, 47&comma;517, 1956年4月1日 
中国, https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E5%9C%B0%E6%96%B9, 岡山県, https://ja.wikipedia.org/wiki/%E5%B2%A1%E5%B1%B1%E7%9C%8C, 岡山市, https://ja.wikipedia.org/wiki/%E5%B2%A1%E5%B1%B1%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Emblem_of_Okayama%2C_Okayama.svg/23px-Emblem_of_Okayama%2C_Okayama.svg.png, 23, 23, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Flag_of_Okayama%2C_Okayama.svg/50px-Flag_of_Okayama%2C_Okayama.svg.png, 50, 35, 716&comma;128, 454&comma;902, 789.95, 103.9, 907, 5&comma;797.9, 0.79, 20&comma;887, 2009年4月1日 
中国, https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E5%9C%B0%E6%96%B9, 広島県, https://ja.wikipedia.org/wiki/%E5%BA%83%E5%B3%B6%E7%9C%8C, 広島市, https://ja.wikipedia.org/wiki/%E5%BA%83%E5%B3%B6%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Emblem_of_Hiroshima%2C_Hiroshima.svg/22px-Emblem_of_Hiroshima%2C_Hiroshima.svg.png, 22, 15, https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Flag_of_Hiroshima%2C_Hiroshima.svg/50px-Flag_of_Hiroshima%2C_Hiroshima.svg.png, 50, 33, 1&comma;186&comma;900, 1&comma;004&comma;506, 906.68, 159.8, 1&comma;309, 7&comma;436.9, 0.83, 34&comma;596, 1980年4月1日 
九州, https://ja.wikipedia.org/wiki/%E4%B9%9D%E5%B7%9E, 福岡県, https://ja.wikipedia.org/wiki/%E7%A6%8F%E5%B2%A1%E7%9C%8C, 北九州市, https://ja.wikipedia.org/wiki/%E5%8C%97%E4%B9%9D%E5%B7%9E%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Emblem_of_Kitakyushu%2C_Fukuoka.svg/22px-Emblem_of_Kitakyushu%2C_Fukuoka.svg.png, 22, 22, https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Flag_of_Kitakyushu%2C_Fukuoka.svg/50px-Flag_of_Kitakyushu%2C_Fukuoka.svg.png, 50, 33, 939&comma;622, 888&comma;161, 491.95, 204.4, 1&comma;866, 5&comma;667.2, 0.72, 29&comma;486, 1963年4月1日 
九州, https://ja.wikipedia.org/wiki/%E4%B9%9D%E5%B7%9E, 福岡県, https://ja.wikipedia.org/wiki/%E7%A6%8F%E5%B2%A1%E7%9C%8C, 福岡市, https://ja.wikipedia.org/wiki/%E7%A6%8F%E5%B2%A1%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Emblem_of_Fukuoka%2C_Fukuoka.svg/23px-Emblem_of_Fukuoka%2C_Fukuoka.svg.png, 23, 20, https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Flag_of_Fukuoka_City.svg/50px-Flag_of_Fukuoka_City.svg.png, 50, 33, 1&comma;639&comma;832, 1&comma;343&comma;902, 343.39, 162.7, 4&comma;775, 8&comma;936.7, 0.88, 43&comma;811, 1972年4月1日 
九州, https://ja.wikipedia.org/wiki/%E4%B9%9D%E5%B7%9E, 熊本県, https://ja.wikipedia.org/wiki/%E7%86%8A%E6%9C%AC%E7%9C%8C, 熊本市, https://ja.wikipedia.org/wiki/%E7%86%8A%E6%9C%AC%E5%B8%82, https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Emblem_of_Kumamoto%2C_Kumamoto.svg/20px-Emblem_of_Kumamoto%2C_Kumamoto.svg.png, 20, 21, https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Flag_of_Kumamoto%2C_Kumamoto.svg/50px-Flag_of_Kumamoto%2C_Kumamoto.svg.png, 50, 33, 737&comma;049, 556&comma;186, 390.32, 107.3, 1&comma;888, 6&comma;675.3, 0.70, 21&comma;002, 2012年4月1日 
