Cyprus, https://en.wikipedia.org/wiki/Cyprus, 13 March 1961, Asia, https://en.wikipedia.org/wiki/Asia, Western Asia,  https://en.wikipedia.org/wiki/Western_Asia, 1&comma;197&comma;667, Unitary presidential republic, Gained independence from the United Kingdom on 16 August 1960. Britain retains military bases at Akrotiri and Dhekelia. Northern Cyprus is not recognised by the Commonwealth. 
Dominica, https://en.wikipedia.org/wiki/Dominica, 3 November 1978, Americas, https://en.wikipedia.org/wiki/Americas, Caribbean,  https://en.wikipedia.org/wiki/Caribbean, 72&comma;975, Unitary Westminster republic, Dominica has always been a republic since independence. 
Eswatini, https://en.wikipedia.org/wiki/Eswatini, 6 September 1968, Africa, https://en.wikipedia.org/wiki/Africa, Southern Africa,  https://en.wikipedia.org/wiki/Southern_Africa, 1&comma;336&comma;933, Unitary absolute monarchy, Joined as Swaziland&comma; subsequently changing its name to Eswatini on 19 April 2018. 
Fiji, https://en.wikipedia.org/wiki/Fiji, 10 October 1970, Oceania, https://en.wikipedia.org/wiki/Oceania, Melanesia,  https://en.wikipedia.org/wiki/Melanesia, 909&comma;024, Unitary Westminster republic, Left in 1987; rejoined in 1997; suspended on 6 June 2000; suspension lifted on 20 December 2001; again suspended on 8 December 2006 because of the 2006 Fijian coup d'état. Suspension lifted on 26 September 2014. 
Gabon, https://en.wikipedia.org/wiki/Gabon, 25 June 2022, Africa, https://en.wikipedia.org/wiki/Africa, Middle Africa,  https://en.wikipedia.org/wiki/Central_Africa, 2&comma;233&comma;272, Unitary presidential republic, Gained independence from France on 17 August 1960. The third (after Mozambique and Rwanda) to be admitted to the Commonwealth without any former colonial or constitutional links with the United Kingdom. 
Gambia, https://en.wikipedia.org/wiki/The_Gambia, 18 February 1965, Africa, https://en.wikipedia.org/wiki/Africa, Western Africa,  https://en.wikipedia.org/wiki/West_Africa, 2&comma;155&comma;958, Unitary presidential republic, Withdrew on 3 October 2013 citing "neocolonialism". Following the election of Adama Barrow as President of Gambia in 2016&comma; it submitted an application to rejoin the Commonwealth on 22 January 2018&comma; and rejoined on 8 February 2018. 
Ghana, https://en.wikipedia.org/wiki/Ghana, 6 March 1957, Africa, https://en.wikipedia.org/wiki/Africa, Western Africa,  https://en.wikipedia.org/wiki/West_Africa, 29&comma;088&comma;849, Unitary presidential republic,  
Grenada, https://en.wikipedia.org/wiki/Grenada, 7 February 1974, Americas, https://en.wikipedia.org/wiki/Americas, Caribbean,  https://en.wikipedia.org/wiki/Caribbean, 107&comma;894, Unitary Commonwealth realm,  
Guyana, https://en.wikipedia.org/wiki/Guyana, 26 May 1966, Americas, https://en.wikipedia.org/wiki/Americas, South America,  https://en.wikipedia.org/wiki/South_America, 773&comma;808, Unitary presidential republic,  
India, https://en.wikipedia.org/wiki/India, 15 August 1947, Asia, https://en.wikipedia.org/wiki/Asia, Southern Asia,  https://en.wikipedia.org/wiki/South_Asia, 1&comma;353&comma;014&comma;094, Federal Westminster republic, Incorporated former French India (Chandannagar from 2 May 1950 and Puducherry&comma; Karaikal&comma; Yanam and Mahé from 1 November 1954)&comma; former Portuguese India (Goa&comma; Daman and Diu from 19 December 1961 and Dadra and Nagar Haveli formally from 1961) and Sikkim (from 16 May 1975). 
Jamaica, https://en.wikipedia.org/wiki/Jamaica, 6 August 1962, Americas, https://en.wikipedia.org/wiki/Americas, Caribbean,  https://en.wikipedia.org/wiki/Caribbean, 2&comma;819&comma;888, Unitary Commonwealth realm,  
Kenya, https://en.wikipedia.org/wiki/Kenya, 12 December 1963, Africa, https://en.wikipedia.org/wiki/Africa, Eastern Africa,  https://en.wikipedia.org/wiki/East_Africa, 49&comma;167&comma;382, Unitary presidential republic,  
Kiribati, https://en.wikipedia.org/wiki/Kiribati, 12 July 1979, Oceania, https://en.wikipedia.org/wiki/Oceania, Micronesia,  https://en.wikipedia.org/wiki/Micronesia, 117&comma;636, Unitary parliamentary republic with an executive presidency,  
Lesotho, https://en.wikipedia.org/wiki/Lesotho, 4 October 1966, Africa, https://en.wikipedia.org/wiki/Africa, Southern Africa,  https://en.wikipedia.org/wiki/Southern_Africa, 2&comma;199&comma;492, Unitary Westminster monarchy,  
Malawi, https://en.wikipedia.org/wiki/Malawi, 6 July 1964, Africa, https://en.wikipedia.org/wiki/Africa, Eastern Africa,  https://en.wikipedia.org/wiki/East_Africa, 18&comma;558&comma;768, Unitary presidential republic,  
Malaysia, https://en.wikipedia.org/wiki/Malaysia, 31 August 1957, Asia, https://en.wikipedia.org/wiki/Asia, South-eastern Asia,  https://en.wikipedia.org/wiki/Southeast_Asia, 31&comma;505&comma;208, Federal Westminster monarchy, Joined as the Federation of Malaya in 1957; reformed as Malaysia on 16 September 1963 with its federation with Singapore (which became a separate country on 9 August 1965)&comma; North Borneo&comma; and Sarawak. 
Maldives, https://en.wikipedia.org/wiki/Maldives, 9 July 1982, Asia, https://en.wikipedia.org/wiki/Asia, Southern Asia,  https://en.wikipedia.org/wiki/South_Asia, 515&comma;696, Unitary presidential republic, Gained independence from the United Kingdom on 26 July 1965. A special member from 9 July 1982 until 20 July 1985. Withdrew on 13 October 2016. Rejoined on 1 February 2020. 
Malta, https://en.wikipedia.org/wiki/Malta, 21 September 1964, Europe, https://en.wikipedia.org/wiki/Europe, Southern Europe,  https://en.wikipedia.org/wiki/Southern_Europe, 422&comma;212, Unitary Westminster republic, Gained independence from the United Kingdom on 21 September 1964 as the State of Malta. Became a republic on 13 December 1974. 
Mauritius, https://en.wikipedia.org/wiki/Mauritius, 12 March 1968, Africa, https://en.wikipedia.org/wiki/Africa, Eastern Africa,  https://en.wikipedia.org/wiki/East_Africa, 1&comma;286&comma;240, Unitary Westminster republic, Became a republic on 12 March 1992. 
Mozambique, https://en.wikipedia.org/wiki/Mozambique, 13 November 1995, Africa, https://en.wikipedia.org/wiki/Africa, Eastern Africa,  https://en.wikipedia.org/wiki/East_Africa, 29&comma;977&comma;238, Unitary semi-presidential republic, Former dependency of Portuguese India until 1752. Gained independence from Portugal on 25 June 1975. The first country to be admitted to the Commonwealth without any former colonial or constitutional links with the United Kingdom. 
Namibia, https://en.wikipedia.org/wiki/Namibia, 21 March 1990, Africa, https://en.wikipedia.org/wiki/Africa, Southern Africa,  https://en.wikipedia.org/wiki/Southern_Africa, 2&comma;600&comma;857, Unitary semi-presidential republic, Gained independence from South Africa. Includes Walvis Bay and the Penguin Islands transferred by South Africa at midnight 28 February 1994. 
Nauru, https://en.wikipedia.org/wiki/Nauru, 1 November 1968, Oceania, https://en.wikipedia.org/wiki/Oceania, Micronesia,  https://en.wikipedia.org/wiki/Micronesia, 10&comma;387, Unitary parliamentary republic with an executive presidency, Gained independence on 31 January 1968 from joint trusteeship of Australia&comma; New Zealand and United Kingdom. A special member from 1 November 1968 until 1 May 1999&comma; when it became a full member&comma; before reverting to special status in January 2006. A full member again since June 2011. 
New Zealand, https://en.wikipedia.org/wiki/New_Zealand, 19 November 1926, Oceania, https://en.wikipedia.org/wiki/Polynesia, Australia and New Zealand,  https://en.wikipedia.org/wiki/Australasia, 4&comma;609&comma;755, Unitary Commonwealth realm, Granted nominal independence (Dominion status) on 26 September 1907. One of the original Dominions at the time of the Balfour Declaration of 1926 and the Statute of Westminster 1931&comma; although the Statute was not adopted in New Zealand until 1947. Removed final links with the British Parliament in 1986. Removed the final link with the British legal system (Judicial Committee of the Privy Council) in 2003. 
Nigeria, https://en.wikipedia.org/wiki/Nigeria, 1 October 1960, Africa, https://en.wikipedia.org/wiki/Africa, Western Africa,  https://en.wikipedia.org/wiki/West_Africa, 194&comma;615&comma;054, Federal presidential republic, Incorporated the former British mandate/trust territory of Northern Cameroons on 31 May 1961. Suspended in 1995&comma; suspension lifted in 1999. 
Pakistan, https://en.wikipedia.org/wiki/Pakistan, 14 August 1947, Asia, https://en.wikipedia.org/wiki/Asia, Southern Asia,  https://en.wikipedia.org/wiki/South_Asia, 229&comma;494&comma;441, Federal Westminster republic, Includes the city of Gwadar&comma; transferred from Muscat and Oman on 8 September 1958. Included Bangladesh (then known as East Pakistan) until 1971. Left Commonwealth in 1972&comma; rejoined 1990&comma; effective retroactively from October 1989; suspended in 1999&comma; suspension lifted in 2004; again suspended in 2007&comma; suspension lifted in 2008. 
Papua New Guinea, https://en.wikipedia.org/wiki/Papua_New_Guinea, 16 September 1975, Oceania, https://en.wikipedia.org/wiki/Oceania, Melanesia,  https://en.wikipedia.org/wiki/Melanesia, 8&comma;034&comma;630, Unitary Commonwealth realm, Gained independence from Australia. 
Rwanda, https://en.wikipedia.org/wiki/Rwanda, 29 November 2009, Africa, https://en.wikipedia.org/wiki/Africa, Eastern Africa,  https://en.wikipedia.org/wiki/East_Africa, 12&comma;322&comma;920, Unitary presidential republic, Gained independence from Belgium on 1 July 1962. The second country (after Mozambique) to be admitted to the Commonwealth without any former colonial or constitutional links with the United Kingdom. Admitted despite the Commonwealth Human Rights Initiative (CHRI) finding that "the state of governance and human rights in Rwanda does not satisfy Commonwealth standards"&comma; and that it "does not therefore qualify for admission". 
Saint Kitts and Nevis, https://en.wikipedia.org/wiki/Saint_Kitts_and_Nevis, 19 September 1983, Americas, https://en.wikipedia.org/wiki/Americas, Caribbean,  https://en.wikipedia.org/wiki/Caribbean, 56&comma;632, Federal Commonwealth realm,  
Saint Lucia, https://en.wikipedia.org/wiki/Saint_Lucia, 22 February 1979, Americas, https://en.wikipedia.org/wiki/Americas, Caribbean,  https://en.wikipedia.org/wiki/Caribbean, 189&comma;000, Unitary Commonwealth realm,  
Saint Vincent and the Grenadines, https://en.wikipedia.org/wiki/Saint_Vincent_and_the_Grenadines, 27 October 1979, Americas, https://en.wikipedia.org/wiki/Americas, Caribbean,  https://en.wikipedia.org/wiki/Caribbean, 109&comma;501, Unitary Commonwealth realm, A special member from 27 October 1979 until 1 June 1985. 
Samoa, https://en.wikipedia.org/wiki/Samoa, 28 August 1970, Oceania, https://en.wikipedia.org/wiki/Oceania, Polynesia,  https://en.wikipedia.org/wiki/Polynesia, 196&comma;954, Unitary Westminster republic, Gained independence from New Zealand on 1 January 1962. Joined as Western Samoa&comma; subsequently changing its name to Samoa on 4 July 1997. 
Seychelles, https://en.wikipedia.org/wiki/Seychelles, 29 June 1976[citation needed], Africa, https://en.wikipedia.org/wiki/Africa, Eastern Africa,  https://en.wikipedia.org/wiki/East_Africa, 98&comma;248, Unitary presidential republic,  
Sierra Leone, https://en.wikipedia.org/wiki/Sierra_Leone, 27 April 1961, Africa, https://en.wikipedia.org/wiki/Africa, Western Africa,  https://en.wikipedia.org/wiki/West_Africa, 6&comma;818&comma;117, Unitary presidential republic,  
Singapore, https://en.wikipedia.org/wiki/Singapore, 9 August 1966, Asia, https://en.wikipedia.org/wiki/Asia, South-eastern Asia,  https://en.wikipedia.org/wiki/Southeast_Asia, 5&comma;889&comma;117, Unitary Westminster republic, Gained independence from the United Kingdom and joined Federation of Malaysia on 16 September 1963. Became independent on 9 August 1965. While joining in 1966&comma; the effective date is from its date of independence. 
Solomon Islands, https://en.wikipedia.org/wiki/Solomon_Islands, 7 July 1978, Oceania, https://en.wikipedia.org/wiki/Oceania, Melanesia,  https://en.wikipedia.org/wiki/Melanesia, 614&comma;497, Unitary Commonwealth realm,  
South Africa, https://en.wikipedia.org/wiki/South_Africa, 19 November 1926, Africa, https://en.wikipedia.org/wiki/Africa, Southern Africa,  https://en.wikipedia.org/wiki/Southern_Africa, 56&comma;007&comma;479, Unitary parliamentary republic with an executive presidency, Granted nominal independence (Dominion status) on 31 May 1910. One of the original Dominions at the time of the Balfour Declaration of 1926 and Statute of Westminster 1931. Left on 31 May 1961; rejoined 1 June 1994. 
Sri Lanka, https://en.wikipedia.org/wiki/Sri_Lanka, 4 February 1948, Asia, https://en.wikipedia.org/wiki/Asia, Southern Asia,  https://en.wikipedia.org/wiki/South_Asia, 20&comma;979&comma;811, Unitary semi-presidential republic, Joined as the Dominion of Ceylon&comma; subsequently changing its name in 1972.  Became a republic in 1972 
Tanzania, https://en.wikipedia.org/wiki/Tanzania, 9 December 1961, Africa, https://en.wikipedia.org/wiki/Africa, Eastern Africa,  https://en.wikipedia.org/wiki/East_Africa, 57&comma;790&comma;062, Unitary presidential republic, Tanganyika joined the Commonwealth on 9 December 1961&comma; with the island of Zanzibar following suit later. The two subsequently merged to form Tanzania on 26 April 1964. 
Togo, https://en.wikipedia.org/wiki/Togo, 25 June 2022, Africa, https://en.wikipedia.org/wiki/Africa, Western Africa,  https://en.wikipedia.org/wiki/West_Africa, 8&comma;608&comma;444, Unitary presidential republic, The country was the formerly French and British mandate territory (later UN trust territory) of Togoland after the First World War in 1919; British Togoland (which would be attached to the Gold Coast in 1956 and become Ghana on 6 March 1957) and French Togoland. Independence of French Togoland as Togo from France on 27 April 1960. 
Tonga, https://en.wikipedia.org/wiki/Tonga, 4 June 1970, Oceania, https://en.wikipedia.org/wiki/Oceania, Polynesia,  https://en.wikipedia.org/wiki/Polynesia, 107&comma;228, Unitary constitutional monarchy,  
Trinidad and Tobago, https://en.wikipedia.org/wiki/Trinidad_and_Tobago, 31 August 1962, Americas, https://en.wikipedia.org/wiki/Americas, Caribbean,  https://en.wikipedia.org/wiki/Caribbean, 1&comma;376&comma;801, Unitary Westminster republic, Granted independence on 31 August 1962. Became a republic on 1 August 1976 under the Republic of Trinidad and Tobago Constitution Act 1976&comma; passed by the Parliament of Trinidad and Tobago. 
Tuvalu, https://en.wikipedia.org/wiki/Tuvalu, 1 October 1978, Oceania, https://en.wikipedia.org/wiki/Oceania, Polynesia,  https://en.wikipedia.org/wiki/Polynesia, 10&comma;116, Unitary Commonwealth realm, A special member from 1 October 1978 until 1 September 2000. 
Uganda, https://en.wikipedia.org/wiki/Uganda, 9 October 1962, Africa, https://en.wikipedia.org/wiki/Africa, Eastern Africa,  https://en.wikipedia.org/wiki/East_Africa, 42&comma;288&comma;962, Unitary presidential republic,  
United Kingdom, https://en.wikipedia.org/wiki/United_Kingdom, 19 November 1926, Europe, https://en.wikipedia.org/wiki/Europe, Northern Europe,  https://en.wikipedia.org/wiki/Northern_Europe, 65&comma;746&comma;853, Unitary Commonwealth realm, Balfour Declaration of 1926 and the Parliament of the United Kingdom enacted the Statute of Westminster 1931. Has four individual nations within the UK: England&comma; Northern Ireland&comma; Scotland&comma; and Wales. 
Vanuatu, https://en.wikipedia.org/wiki/Vanuatu, 30 July 1980, Oceania, https://en.wikipedia.org/wiki/Oceania, Melanesia,  https://en.wikipedia.org/wiki/Melanesia, 279&comma;953, Unitary Westminster republic, Gained independence from joint rule (condominium) of France and the United Kingdom. 
Zambia, https://en.wikipedia.org/wiki/Zambia, 24 October 1964[citation needed], Africa, https://en.wikipedia.org/wiki/Africa, Eastern Africa,  https://en.wikipedia.org/wiki/East_Africa, 17&comma;470&comma;471, Unitary presidential republic,  
