名古屋市, https://ja.wikipedia.org/wiki/%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82, 愛知県, https://ja.wikipedia.org/wiki/%E6%84%9B%E7%9F%A5%E7%9C%8C, https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Flag_of_Nagoya%2C_Aichi.svg/50px-Flag_of_Nagoya%2C_Aichi.svg.png, 50, 33, nagaya, 35.1814, 136.9064 
京都市, https://ja.wikipedia.org/wiki/%E4%BA%AC%E9%83%BD%E5%B8%82, 京都府, https://ja.wikipedia.org/wiki/%E4%BA%AC%E9%83%BD%E5%BA%9C, https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Flag_of_Kyoto_City.svg/50px-Flag_of_Kyoto_City.svg.png, 50, 33, kyoto, 35.01161, 135.76811 
大阪市, https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E5%B8%82, 大阪府, https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E5%BA%9C, https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Osaka%2C_Osaka.svg/50px-Flag_of_Osaka%2C_Osaka.svg.png, 50, 33, osaka, 34.69375, 135.50211 
堺市, https://ja.wikipedia.org/wiki/%E5%A0%BA%E5%B8%82, 大阪府, https://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E5%BA%9C, https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Flag_of_Sakai%2C_Osaka.svg/50px-Flag_of_Sakai%2C_Osaka.svg.png, 50, 33, sakai, 34.57333, 135.483 
神戸市, https://ja.wikipedia.org/wiki/%E7%A5%9E%E6%88%B8%E5%B8%82, 兵庫県, https://ja.wikipedia.org/wiki/%E5%85%B5%E5%BA%AB%E7%9C%8C, https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Flag_of_Kobe.svg/50px-Flag_of_Kobe.svg.png, 50, 33, kobe, 34.69017, 135.19544 
岡山市, https://ja.wikipedia.org/wiki/%E5%B2%A1%E5%B1%B1%E5%B8%82, 岡山県, https://ja.wikipedia.org/wiki/%E5%B2%A1%E5%B1%B1%E7%9C%8C, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Flag_of_Okayama%2C_Okayama.svg/50px-Flag_of_Okayama%2C_Okayama.svg.png, 50, 35, okayama, 34.65511, 133.91958 
広島市, https://ja.wikipedia.org/wiki/%E5%BA%83%E5%B3%B6%E5%B8%82, 広島県, https://ja.wikipedia.org/wiki/%E5%BA%83%E5%B3%B6%E7%9C%8C, https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Flag_of_Hiroshima%2C_Hiroshima.svg/50px-Flag_of_Hiroshima%2C_Hiroshima.svg.png, 50, 33 , hiroshima, 34.3914, 132.4519	
北九州市, https://ja.wikipedia.org/wiki/%E5%8C%97%E4%B9%9D%E5%B7%9E%E5%B8%82, 福岡県, https://ja.wikipedia.org/wiki/%E7%A6%8F%E5%B2%A1%E7%9C%8C, https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Flag_of_Kitakyushu%2C_Fukuoka.svg/50px-Flag_of_Kitakyushu%2C_Fukuoka.svg.png, 50, 33, kitakyushuu, 33.88342, 130.87519 
福岡市, https://ja.wikipedia.org/wiki/%E7%A6%8F%E5%B2%A1%E5%B8%82, 福岡県, https://ja.wikipedia.org/wiki/%E7%A6%8F%E5%B2%A1%E7%9C%8C, https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Flag_of_Fukuoka_City.svg/50px-Flag_of_Fukuoka_City.svg.png, 50, 33, fukuoka, 33.59, 130.4017 
熊本市, https://ja.wikipedia.org/wiki/%E7%86%8A%E6%9C%AC%E5%B8%82, 熊本県, https://ja.wikipedia.org/wiki/%E7%86%8A%E6%9C%AC%E7%9C%8C, https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Flag_of_Kumamoto%2C_Kumamoto.svg/50px-Flag_of_Kumamoto%2C_Kumamoto.svg.png, 50, 33, kumamoto, 32.803, 130.70786 
